PERMNO,DATE,COMNAM,SICCD,RET,year,month,day,count
14593,07/01/2016,APPLE INC,3571,0.003033482469618,2016,7,1,126
14593,07/05/2016,APPLE INC,3571,-0.009385770186782,2016,7,5,127
14593,07/06/2016,APPLE INC,3571,0.005684818606824,2016,7,6,128
14593,07/07/2016,APPLE INC,3571,0.004291883669794,2016,7,7,129
14593,07/08/2016,APPLE INC,3571,0.007713131606579,2016,7,8,130
14593,07/11/2016,APPLE INC,3571,0.003103051800281,2016,7,11,131
14593,07/12/2016,APPLE INC,3571,0.004536964464933,2016,7,12,132
14593,07/13/2016,APPLE INC,3571,-0.005645611323416,2016,7,13,133
14593,07/14/2016,APPLE INC,3571,0.019820358604193,2016,7,14,134
14593,07/15/2016,APPLE INC,3571,-0.000101246441773,2016,7,15,135
14593,07/18/2016,APPLE INC,3571,0.010629713535309,2016,7,18,136
14593,07/19/2016,APPLE INC,3571,0.000400690332754,2016,7,19,137
14593,07/20/2016,APPLE INC,3571,0.000901134801097,2016,7,20,138
14593,07/21/2016,APPLE INC,3571,-0.005302108824253,2016,7,21,139
14593,07/22/2016,APPLE INC,3571,-0.007744107861072,2016,7,22,140
14593,07/25/2016,APPLE INC,3571,-0.013379355892539,2016,7,25,141
14593,07/26/2016,APPLE INC,3571,-0.006883071735501,2016,7,26,142
14593,07/27/2016,APPLE INC,3571,0.064963266253471,2016,7,27,143
14593,07/28/2016,APPLE INC,3571,0.013501694425941,2016,7,28,144
14593,07/29/2016,APPLE INC,3571,-0.001245900522918,2016,7,29,145
14593,08/01/2016,APPLE INC,3571,0.01765669323504,2016,8,1,146
14593,08/02/2016,APPLE INC,3571,-0.014804334379733,2016,8,2,147
14593,08/03/2016,APPLE INC,3571,0.012538260780275,2016,8,3,148
14593,08/04/2016,APPLE INC,3571,0.006144265178591,2016,8,4,149
14593,08/05/2016,APPLE INC,3571,0.015207335352898,2016,8,5,150
14593,08/08/2016,APPLE INC,3571,0.008280604146421,2016,8,8,151
14593,08/09/2016,APPLE INC,3571,0.004060116130859,2016,8,9,152
14593,08/10/2016,APPLE INC,3571,-0.007444146554917,2016,8,10,153
14593,08/11/2016,APPLE INC,3571,-0.00064814533107,2016,8,11,154
14593,08/12/2016,APPLE INC,3571,0.002316316124052,2016,8,12,155
14593,08/15/2016,APPLE INC,3571,0.012017036788166,2016,8,15,156
14593,08/16/2016,APPLE INC,3571,-0.000913464580663,2016,8,16,157
14593,08/17/2016,APPLE INC,3571,-0.001462754094973,2016,8,17,158
14593,08/18/2016,APPLE INC,3571,-0.001281810924411,2016,8,18,159
14593,08/19/2016,APPLE INC,3571,0.002566912211478,2016,8,19,160
14593,08/22/2016,APPLE INC,3571,-0.007772480603307,2016,8,22,161
14593,08/23/2016,APPLE INC,3571,0.003133317921311,2016,8,23,162
14593,08/24/2016,APPLE INC,3571,-0.00753330020234,2016,8,24,163
14593,08/25/2016,APPLE INC,3571,-0.004258067812771,2016,8,25,164
14593,08/26/2016,APPLE INC,3571,-0.00585662573576,2016,8,26,165
14593,08/29/2016,APPLE INC,3571,-0.001122150220908,2016,8,29,166
14593,08/30/2016,APPLE INC,3571,-0.007676462177187,2016,8,30,167
14593,08/31/2016,APPLE INC,3571,0.000943381804973,2016,8,31,168
14593,09/01/2016,APPLE INC,3571,0.005937840789557,2016,9,1,169
14593,09/02/2016,APPLE INC,3571,0.009369436651468,2016,9,2,170
14593,09/06/2016,APPLE INC,3571,-0.000278533436358,2016,9,6,171
14593,09/07/2016,APPLE INC,3571,0.00612816773355,2016,9,7,172
14593,09/08/2016,APPLE INC,3571,-0.026208968833089,2016,9,8,173
14593,09/09/2016,APPLE INC,3571,-0.022649729624391,2016,9,9,174
14593,09/12/2016,APPLE INC,3571,0.02239896543324,2016,9,12,175
14593,09/13/2016,APPLE INC,3571,0.02380495518446,2016,9,13,176
14593,09/14/2016,APPLE INC,3571,0.035386752337217,2016,9,14,177
14593,09/15/2016,APPLE INC,3571,0.033998418599367,2016,9,15,178
