PERMNO,DATE,COMNAM,SICCD,RET,year,month,day,count
14593,01/04/2016,APPLE INC,3571,0.000854990852531,2016,1,4,1
14593,01/05/2016,APPLE INC,3571,-0.025059320032597,2016,1,5,2
14593,01/06/2016,APPLE INC,3571,-0.019569683820009,2016,1,6,3
14593,01/07/2016,APPLE INC,3571,-0.042204570025206,2016,1,7,4
14593,01/08/2016,APPLE INC,3571,0.00528773618862,2016,1,8,5
14593,01/11/2016,APPLE INC,3571,0.016192240640521,2016,1,11,6
14593,01/12/2016,APPLE INC,3571,0.014513349160552,2016,1,12,7
14593,01/13/2016,APPLE INC,3571,-0.02571028098464,2016,1,13,8
14593,01/14/2016,APPLE INC,3571,0.021870801225305,2016,1,14,9
14593,01/15/2016,APPLE INC,3571,-0.024015268310905,2016,1,15,10
14593,01/19/2016,APPLE INC,3571,-0.004838809836656,2016,1,19,11
14593,01/20/2016,APPLE INC,3571,0.001344891847111,2016,1,20,12
14593,01/21/2016,APPLE INC,3571,-0.005062484182417,2016,1,21,13
14593,01/22/2016,APPLE INC,3571,0.053167134523392,2016,1,22,14
14593,01/25/2016,APPLE INC,3571,-0.019522733986378,2016,1,25,15
14593,01/26/2016,APPLE INC,3571,0.005530927330256,2016,1,26,16
14593,01/27/2016,APPLE INC,3571,-0.065706565976143,2016,1,27,17
14593,01/28/2016,APPLE INC,3571,0.007171892561018,2016,1,28,18
14593,01/29/2016,APPLE INC,3571,0.03454139828682,2016,1,29,19
14593,02/01/2016,APPLE INC,3571,-0.009348634630442,2016,2,1,20
14593,02/02/2016,APPLE INC,3571,-0.020221890881658,2016,2,2,21
14593,02/03/2016,APPLE INC,3571,0.019792497158051,2016,2,3,22
14593,02/04/2016,APPLE INC,3571,0.007991696707904,2016,2,4,23
14593,02/05/2016,APPLE INC,3571,-0.026708094403148,2016,2,5,24
14593,02/08/2016,APPLE INC,3571,0.010529733262956,2016,2,8,25
14593,02/09/2016,APPLE INC,3571,-0.000210549114854,2016,2,9,26
14593,02/10/2016,APPLE INC,3571,-0.007579758297652,2016,2,10,27
14593,02/11/2016,APPLE INC,3571,-0.006046459078789,2016,2,11,28
14593,02/12/2016,APPLE INC,3571,0.003094993764535,2016,2,12,29
14593,02/16/2016,APPLE INC,3571,0.028194505721331,2016,2,16,30
14593,02/17/2016,APPLE INC,3571,0.015314604155719,2016,2,17,31
14593,02/18/2016,APPLE INC,3571,-0.018956385552883,2016,2,18,32
14593,02/19/2016,APPLE INC,3571,-0.002285489579663,2016,2,19,33
14593,02/22/2016,APPLE INC,3571,0.008746317587793,2016,2,22,34
14593,02/23/2016,APPLE INC,3571,-0.022605232894421,2016,2,23,35
14593,02/24/2016,APPLE INC,3571,0.014890654012561,2016,2,24,36
14593,02/25/2016,APPLE INC,3571,0.006867884192616,2016,2,25,37
14593,02/26/2016,APPLE INC,3571,0.001550243119709,2016,2,26,38
14593,02/29/2016,APPLE INC,3571,-0.002270160010085,2016,2,29,39
14593,03/01/2016,APPLE INC,3571,0.039714511483908,2016,3,1,40
14593,03/02/2016,APPLE INC,3571,0.002188413636759,2016,3,2,41
14593,03/03/2016,APPLE INC,3571,0.007444168906659,2016,3,3,42
14593,03/04/2016,APPLE INC,3571,0.014876868575811,2016,3,4,43
14593,03/07/2016,APPLE INC,3571,-0.011066881008446,2016,3,7,44
14593,03/08/2016,APPLE INC,3571,-0.008245842531323,2016,3,8,45
14593,03/09/2016,APPLE INC,3571,0.000890863768291,2016,3,9,46
14593,03/10/2016,APPLE INC,3571,0.000494416744914,2016,3,10,47
14593,03/11/2016,APPLE INC,3571,0.010773984715343,2016,3,11,48
14593,03/14/2016,APPLE INC,3571,0.002542484784499,2016,3,14,49
14593,03/15/2016,APPLE INC,3571,0.020093690603972,2016,3,15,50
14593,03/16/2016,APPLE INC,3571,0.013291254639626,2016,3,16,51
14593,03/17/2016,APPLE INC,3571,-0.001604210352525,2016,3,17,52
14593,03/18/2016,APPLE INC,3571,0.00113416928798,2016,3,18,53
14593,03/21/2016,APPLE INC,3571,-9.43590130191296E-05,2016,3,21,54
14593,03/22/2016,APPLE INC,3571,0.007647979538888,2016,3,22,55
14593,03/23/2016,APPLE INC,3571,-0.005528522655368,2016,3,23,56
14593,03/24/2016,APPLE INC,3571,-0.004334298428148,2016,3,24,57
14593,03/28/2016,APPLE INC,3571,-0.004542402923107,2016,3,28,58
14593,03/29/2016,APPLE INC,3571,0.023671431466937,2016,3,29,59
14593,03/30/2016,APPLE INC,3571,0.017459113150835,2016,3,30,60
14593,03/31/2016,APPLE INC,3571,-0.005202625878155,2016,3,31,61
14593,04/01/2016,APPLE INC,3571,0.009175153449178,2016,4,1,62
14593,04/04/2016,APPLE INC,3571,0.010273706167936,2016,4,4,63
14593,04/05/2016,APPLE INC,3571,-0.011789103038609,2016,4,5,64
14593,04/06/2016,APPLE INC,3571,0.010472648777068,2016,4,6,65
14593,04/07/2016,APPLE INC,3571,-0.02180964499712,2016,4,7,66
14593,04/08/2016,APPLE INC,3571,0.001105608534999,2016,4,8,67
14593,04/11/2016,APPLE INC,3571,0.003313021967188,2016,4,11,68
14593,04/12/2016,APPLE INC,3571,0.013025186955929,2016,4,12,69
14593,04/13/2016,APPLE INC,3571,0.014487490057945,2016,4,13,70
14593,04/14/2016,APPLE INC,3571,0.000535501225386,2016,4,14,71
14593,04/15/2016,APPLE INC,3571,-0.020071364939213,2016,4,15,72
14593,04/18/2016,APPLE INC,3571,-0.021574830636382,2016,4,18,73
14593,04/19/2016,APPLE INC,3571,-0.005303309299052,2016,4,19,74
14593,04/20/2016,APPLE INC,3571,0.002057745587081,2016,4,20,75
14593,04/21/2016,APPLE INC,3571,-0.010827929712832,2016,4,21,76
14593,04/22/2016,APPLE INC,3571,-0.002736632246524,2016,4,22,77
14593,04/25/2016,APPLE INC,3571,-0.005677502602339,2016,4,25,78
14593,04/26/2016,APPLE INC,3571,-0.00694711972028,2016,4,26,79
14593,04/27/2016,APPLE INC,3571,-0.062577851116657,2016,4,27,80
14593,04/28/2016,APPLE INC,3571,-0.030566325411201,2016,4,28,81
14593,04/29/2016,APPLE INC,3571,-0.01149429474026,2016,4,29,82
14593,05/02/2016,APPLE INC,3571,-0.001066764234565,2016,5,2,83
14593,05/03/2016,APPLE INC,3571,0.01644597388804,2016,5,3,84
14593,05/04/2016,APPLE INC,3571,-0.010401322506368,2016,5,4,85
14593,05/05/2016,APPLE INC,3571,-0.004034447018057,2016,5,5,86
14593,05/06/2016,APPLE INC,3571,-0.005576969590038,2016,5,6,87
14593,05/09/2016,APPLE INC,3571,0.000754957844038,2016,5,9,88
14593,05/10/2016,APPLE INC,3571,0.006789495237172,2016,5,10,89
14593,05/11/2016,APPLE INC,3571,-0.009740912355483,2016,5,11,90
14593,05/12/2016,APPLE INC,3571,-0.023456985130906,2016,5,12,91
14593,05/13/2016,APPLE INC,3571,0.001992476405576,2016,5,13,92
14593,05/16/2016,APPLE INC,3571,0.037118878215551,2016,5,16,93
14593,05/17/2016,APPLE INC,3571,-0.004154233261943,2016,5,17,94
14593,05/18/2016,APPLE INC,3571,0.011445071548224,2016,5,18,95
14593,05/19/2016,APPLE INC,3571,-0.003807113040239,2016,5,19,96
14593,05/20/2016,APPLE INC,3571,0.010828071273863,2016,5,20,97
14593,05/23/2016,APPLE INC,3571,0.012707404792309,2016,5,23,98
14593,05/24/2016,APPLE INC,3571,0.015244231559336,2016,5,24,99
14593,05/25/2016,APPLE INC,3571,0.017568960785866,2016,5,25,100
14593,05/26/2016,APPLE INC,3571,0.007930143736303,2016,5,26,101
14593,05/27/2016,APPLE INC,3571,-0.000597601698246,2016,5,27,102
14593,05/31/2016,APPLE INC,3571,-0.00488288840279,2016,5,31,103
14593,06/01/2016,APPLE INC,3571,-0.014019642956555,2016,6,1,104
14593,06/02/2016,APPLE INC,3571,-0.007515721023083,2016,6,2,105
14593,06/03/2016,APPLE INC,3571,0.002046632580459,2016,6,3,106
14593,06/06/2016,APPLE INC,3571,0.007250807713717,2016,6,6,107
